DCS,VC,Desc1,Attr,Size,Item#,Last Sold,OHQty,OHExtP$,SoldQty,SoldExtP$,SoldM%,Str
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,7,7593,11/25/2009,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,7,7593,11/25/2009,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,7,7593,11/25/2009,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,7.5,7594,4/3/2013,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,7.5,7594,4/3/2013,1,109.99,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,8,7595,12/12/2012,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,8,7595,12/12/2012,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,8,7595,12/12/2012,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,8.5,7596,3/12/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,8.5,7596,3/12/2013,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,9,7597,11/30/2012,2,219.98,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,9,7597,11/30/2012,1,109.99,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,9,7597,11/30/2012,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,9.5,7598,1/16/2013,0,0,1,99.99,50.23,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,10,7599,10/19/2012,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,10,7599,10/19/2012,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,10.5,7600,5/7/2013,0,0,2,197.98,45.72,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,11,7601,9/20/2012,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,11.5,7602,5/22/2010,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,5.5,7605,5/12/2010,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,6,7606,12/5/2012,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,6,7606,12/5/2012,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,6,7606,12/5/2012,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,6,7606,12/5/2012,1,109.99,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,6,7606,12/5/2012,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,6,7606,12/5/2012,2,219.98,-1,-109.99,54.88,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,6.5,7607,2/23/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,6.5,7607,2/23/2013,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,6.5,7607,2/23/2013,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,6.5,7607,2/23/2013,2,219.98,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,6.5,7607,2/23/2013,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7,7608,5/11/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7,7608,5/11/2013,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7,7608,5/11/2013,0,0,1,98.99,49.95,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7,7608,5/11/2013,2,219.98,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7,7608,5/11/2013,1,109.99,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7,7608,5/11/2013,2,219.98,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7609,4/29/2013,2,219.98,2,175.98,43.48,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7609,4/29/2013,2,219.98,1,79.99,39.1,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7609,4/29/2013,2,219.98,1,98.99,49.76,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7609,4/29/2013,2,219.98,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7609,4/29/2013,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7609,4/29/2013,3,329.97,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7609,4/29/2013,2,219.98,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7610,4/18/2013,2,219.98,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7610,4/18/2013,0,0,1,79.99,38.07,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7610,4/18/2013,1,109.99,2,208.98,51.26,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7610,4/18/2013,1,109.99,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7610,4/18/2013,2,219.98,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7610,4/18/2013,3,329.97,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7610,4/18/2013,1,109.99,1,109.99,53.4,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7611,5/15/2013,2,219.98,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7611,5/15/2013,0,0,2,198.98,49.76,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7611,5/15/2013,0,0,5,467.95,46.78,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7611,5/15/2013,2,219.98,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7611,5/15/2013,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7611,5/15/2013,2,219.98,2,219.98,53.76,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7611,5/15/2013,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9,7612,4/22/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9,7612,4/22/2013,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9,7612,4/22/2013,2,219.98,2,179.98,45.13,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9,7612,4/22/2013,1,109.99,1,99.99,49.95,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9,7612,4/22/2013,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9,7612,4/22/2013,2,219.98,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9.5,7613,5/12/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9.5,7613,5/12/2013,2,219.98,1,98.99,46.22,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9.5,7613,5/12/2013,2,219.98,2,188.98,45.83,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9.5,7613,5/12/2013,2,219.98,2,189.98,48.28,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9.5,7613,5/12/2013,2,219.98,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9.5,7613,5/12/2013,2,219.98,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9.5,7613,5/12/2013,3,329.97,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10,7614,3/12/2013,2,219.98,1,87.99,40.32,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10,7614,3/12/2013,2,219.98,1,109.99,52.26,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10,7614,3/12/2013,2,219.98,1,99.99,47.48,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10,7614,3/12/2013,2,219.98,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10,7614,3/12/2013,2,219.98,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10,7614,3/12/2013,3,329.97,1,109.99,52.26,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10,7614,3/12/2013,2,219.98,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10.5,7615,4/24/2013,0,0,1,98.99,47.6,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10.5,7615,4/24/2013,0,0,1,89.99,45.56,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10.5,7615,4/24/2013,0,0,1,99.99,48.12,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10.5,7615,4/24/2013,1,109.99,1,99.99,51.01,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,11,7616,5/2/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,11,7616,5/2/2013,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,11,7616,5/2/2013,1,109.99,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,11,7616,5/2/2013,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,11,7616,5/2/2013,3,329.97,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,12,7618,12/10/2012,0,0,1,76.99,26.15,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,5.5,7620,,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,6,7621,11/30/2012,0,0,2,190,47.96,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,6,7621,11/30/2012,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,6.5,7622,12/9/2012,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7,7623,2/1/2013,0,0,1,109.99,54.24,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7.5,7624,5/4/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7.5,7624,5/4/2013,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7.5,7624,5/4/2013,0,0,1,89.99,44.63,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7.5,7624,5/4/2013,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7.5,7624,5/4/2013,2,219.98,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8,7625,4/22/2013,0,0,1,97.99,44.89,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8,7625,4/22/2013,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8,7625,4/22/2013,1,109.99,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8.5,7626,5/15/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8.5,7626,5/15/2013,2,219.98,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8.5,7626,5/15/2013,2,219.98,4,386.96,45.84,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8.5,7626,5/15/2013,1,109.99,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8.5,7626,5/15/2013,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8.5,7626,5/15/2013,0,0,1,98.99,46.23,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8.5,7626,5/15/2013,2,219.98,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,9,7627,5/13/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,9,7627,5/13/2013,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,9,7627,5/13/2013,0,0,-1,-109.99,53.73,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,9,7627,5/13/2013,1,109.99,1,109.99,53.73,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,9.5,7628,4/28/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,9.5,7628,4/28/2013,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,9.5,7628,4/28/2013,0,0,1,108.99,52.56,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,9.5,7628,4/28/2013,0,0,1,109.99,53,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,10,7629,5/5/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,10,7629,5/5/2013,1,109.99,2,188.98,48.78,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,10,7629,5/5/2013,1,109.99,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,10,7629,5/5/2013,1,109.99,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,10,7629,5/5/2013,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,10.5,7630,10/23/2012,0,0,2,188.98,42.55,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2E,6.5,7635,11/30/2012,0,0,1,99.99,48.29,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2E,8,7638,12/21/2012,0,0,1,99.99,49.02,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2E,8,7638,12/21/2012,0,0,1,109.99,53.66,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2E,8,7638,12/21/2012,1,109.99,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2E,8.5,7639,1/10/2013,1,109.99,1,98.99,48.6,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2E,8.5,7639,1/10/2013,1,109.99,-1,-99.99,43.13,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2E,9,7640,12/15/2012,0,0,1,99.99,48.26,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2E,10,7642,9/25/2012,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2E,10.5,7643,,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2E,12,7646,6/23/2012,0,0,1,99.99,48.29,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,7,7651,,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,7.5,7652,4/3/2013,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,8,7653,4/6/2012,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,8,7653,4/6/2012,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,8,7653,4/6/2012,1,109.99,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,8,7653,4/6/2012,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,8,7653,4/6/2012,1,109.99,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,8,7653,4/6/2012,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,8.5,7654,9/21/2011,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,8.5,7654,9/21/2011,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,9,7655,11/30/2012,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,9,7655,11/30/2012,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,9,7655,11/30/2012,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,9,7655,11/30/2012,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,9.5,7656,1/15/2011,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,9.5,7656,1/15/2011,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,10,7657,12/5/2012,1,109.99,0,0,0,AAW
SHOINDW,ASICS,130 TR,B,6.5,7661,7/13/2010,1,64.99,0,0,0,AA
APPSHIM,SAUCON,TOP EVOLUTION LS,BK,M,7662,5/25/2012,3,134.97,0,0,0,TC2
SHOINDW,ASICS,130 TR,B,9.5,7667,12/19/2012,2,129.98,0,0,0,AA
APPSHIM,SAUCON,TOP EVOLUTION LS,BK,L,7668,4/25/2013,1,44.99,0,0,0,TC2
APPSHIM,SAUCON,TOP EVOLUTION LS,BK,L,7668,4/25/2013,-1,-44.99,0,0,0,TC1
SHOINDW,ASICS,130 TR,B,11,7669,6/24/2009,2,129.98,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,10.5,7670,4/9/2012,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,10.5,7670,4/9/2012,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,11,7671,,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,11,7671,,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,2A,11,7671,,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,6.5,7677,9/25/2012,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7,7678,10/21/2012,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7,7678,10/21/2012,2,219.98,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7,7678,10/21/2012,3,329.97,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7,7678,10/21/2012,1,109.99,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7,7678,10/21/2012,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7,7678,10/21/2012,1,109.99,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7,7678,10/21/2012,2,219.98,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7679,5/9/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7679,5/9/2013,3,329.97,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7679,5/9/2013,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7679,5/9/2013,3,329.97,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7679,5/9/2013,2,219.98,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7679,5/9/2013,4,439.96,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,7.5,7679,5/9/2013,3,329.97,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7680,12/1/2012,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7680,12/1/2012,2,219.98,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7680,12/1/2012,5,549.95,1,79.99,38.7,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7680,12/1/2012,1,109.99,1,89.99,45.52,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7680,12/1/2012,3,329.97,1,99.99,50.97,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7680,12/1/2012,2,219.98,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8,7680,12/1/2012,3,329.97,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7681,5/14/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7681,5/14/2013,2,219.98,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7681,5/14/2013,4,439.96,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7681,5/14/2013,2,219.98,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7681,5/14/2013,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7681,5/14/2013,1,109.99,2,219.98,55.67,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,8.5,7681,5/14/2013,3,329.97,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9,7682,5/10/2013,1,109.99,1,87.99,44.12,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9,7682,5/10/2013,4,439.96,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9,7682,5/10/2013,2,219.98,-1,-89.99,45.36,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9,7682,5/10/2013,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9,7682,5/10/2013,2,219.98,1,109.99,56.03,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9,7682,5/10/2013,3,329.97,1,109.99,56.03,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9.5,7683,5/9/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9.5,7683,5/9/2013,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9.5,7683,5/9/2013,0,0,2,197.98,50.8,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9.5,7683,5/9/2013,1,109.99,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9.5,7683,5/9/2013,1,109.99,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,9.5,7683,5/9/2013,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10,7684,5/15/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10,7684,5/15/2013,0,0,1,89.99,45.79,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10,7684,5/15/2013,1,109.99,0,0,0,TC2
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10,7684,5/15/2013,2,219.98,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10,7684,5/15/2013,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10.5,7685,4/1/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10.5,7685,4/1/2013,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,10.5,7685,4/1/2013,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,11,7686,3/13/2013,0,0,1,98.99,51.11,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,11,7686,3/13/2013,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,B,12,7688,4/3/2013,-1,-109.99,1,89.99,42.55,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,6,7691,3/5/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,6.5,7692,8/4/2010,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,6.5,7692,8/4/2010,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,6.5,7692,8/4/2010,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7,7693,10/22/2012,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7,7693,10/22/2012,1,109.99,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7,7693,10/22/2012,1,109.99,0,0,0,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7,7693,10/22/2012,1,109.99,0,0,0,WB
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7,7693,10/22/2012,0,0,1,98.99,49.81,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7,7693,10/22/2012,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7.5,7694,12/1/2012,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7.5,7694,12/1/2012,1,109.99,1,109.99,55.66,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7.5,7694,12/1/2012,1,109.99,1,98.99,50.73,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7.5,7694,12/1/2012,1,109.99,0,0,0,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,7.5,7694,12/1/2012,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8,7695,1/11/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8,7695,1/11/2013,0,0,0,0,0,NOV
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8,7695,1/11/2013,0,0,1,98.99,50.94,NVL
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8,7695,1/11/2013,1,109.99,1,89.99,46.04,TC1
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8,7695,1/11/2013,1,109.99,0,0,0,AAW
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8.5,7696,3/8/2013,1,109.99,0,0,0,AA
SHOWALW,BROOKS,ADDICTION WALKER-NEW,D,8.5,7696,3/8/2013,1,109.99,0,0,0,NOV
