DCS,VC,Desc1,Attr,Size,Item#,Last Sold,OHQty,OHExtP$,SoldQty,SoldExtP$,SoldM%,Str
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,D,40,30843,5/17/2013,0,0,1,45.99,53.84,TC1
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,D,40,30843,5/17/2013,3,137.97,0,0,0,AAW
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,34,30845,5/12/2013,1,45.99,0,0,0,AA
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,34,30845,5/12/2013,0,0,1,41.39,47.35,NOV
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,34,30845,5/12/2013,1,45.99,0,0,0,NVL
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,34,30845,5/12/2013,2,91.98,0,0,0,WB
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,34,30845,5/12/2013,1,45.99,1,45.99,52.62,TC2
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,34,30845,5/12/2013,1,45.99,0,0,0,TC1
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,34,30845,5/12/2013,1,45.99,1,45.99,52.62,AAW
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,36,30846,5/14/2013,4,183.96,2,91.98,52.4,AA
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,36,30846,5/14/2013,2,91.98,2,87.38,49.9,NVL
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,36,30846,5/14/2013,2,91.98,0,0,0,WB
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,36,30846,5/14/2013,1,45.99,1,45.99,52.4,TC2
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,36,30846,5/14/2013,1,45.99,0,0,0,TC1
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,36,30846,5/14/2013,2,91.98,2,91.98,52.52,AAW
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,38,30847,5/14/2013,0,0,1,41.39,47.96,AA
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,38,30847,5/14/2013,0,0,2,78.18,44.9,NOV
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,38,30847,5/14/2013,0,0,3,117.27,44.9,NVL
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,38,30847,5/14/2013,0,0,1,45.99,52.49,TC1
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,40,30848,5/18/2013,1,45.99,1,45.99,53.12,AA
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,40,30848,5/18/2013,4,183.96,0,0,0,NOV
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,40,30848,5/18/2013,2,91.98,1,45.99,53.12,NVL
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,40,30848,5/18/2013,2,91.98,0,0,0,WB
APPSUPW,CHAMP,BRA UNWIRE SCOOP BK,DD,40,30848,5/18/2013,1,45.99,0,0,0,AAW
APPSHIW,LS GRN,TOP COPM SLVLSS,229,S,30857,4/7/2013,1,59.99,0,0,0,NOV
APPSHIW,LS GRN,TOP COPM SLVLSS,229,S,30857,4/7/2013,1,59.99,0,0,0,NVL
APPSHIW,LS GRN,TOP COPM SLVLSS,229,S,30857,4/7/2013,1,59.99,0,0,0,TC2
APPSHIW,LS GRN,TOP COPM SLVLSS,229,M,30858,5/16/2013,2,119.98,0,0,0,NOV
APPSHIW,LS GRN,TOP COPM SLVLSS,229,M,30858,5/16/2013,2,119.98,0,0,0,NVL
APPSHIW,LS GRN,TOP COPM SLVLSS,229,M,30858,5/16/2013,2,119.98,0,0,0,TC2
APPSHIW,LS GRN,TOP COPM SLVLSS,229,M,30858,5/16/2013,1,59.99,0,0,0,AAW
APPSHIW,LS GRN,TOP COPM SLVLSS,229,L,30859,5/12/2013,2,119.98,0,0,0,NOV
APPSHIW,LS GRN,TOP COPM SLVLSS,229,L,30859,5/12/2013,2,119.98,0,0,0,NVL
APPSHIW,LS GRN,TOP COPM SLVLSS,229,L,30859,5/12/2013,1,59.99,0,0,0,TC2
APPSHIW,LS GRN,TOP COPM SLVLSS,229,L,30859,5/12/2013,1,59.99,0,0,0,AAW
APPSHIW,LS GRN,TOP COPM SLVLSS,229,XL,30860,,1,59.99,0,0,0,NOV
APPSHIW,LS GRN,TOP COPM SLVLSS,229,XL,30860,,1,59.99,0,0,0,NVL
APPSHIW,LS GRN,TOP COPM SLVLSS,229,XL,30860,,1,59.99,0,0,0,TC2
APPSHIW,LS GRN,TOP COPM SLVLSS,229,XL,30860,,1,59.99,0,0,0,AAW
MISELE,TIMEX,RUN TRNR 2.0 GPS SD,SLV/GRN,FULL,30861,,-1,-224.99,0,0,0,NOV
MISELE,TIMEX,RUN TRNR 2.0 GPS SD,SLV/GRN,FULL,30861,,3,674.97,0,0,0,NVL
MISELE,TIMEX,RUN TRNR 2.0 GPS SD,SLV/GRN,FULL,30861,,3,674.97,0,0,0,WB
MISELE,TIMEX,RUN TRNR 2.0 GPS SD,SLV/GRN,FULL,30861,,1,224.99,0,0,0,AAW
APPSHOW,SUGOI,SHORT PISTN TRI PKT,BLK,XS,30866,1/30/2013,1,64.99,0,0,0,TC2
APPSHOW,SUGOI,SHORT PISTN TRI PKT,BLK,XS,30866,1/30/2013,1,64.99,0,0,0,AAW
APPSHIW,SUGOI,TOP ESTHER TRI TANK,BLK,S,30872,7/15/2012,0,0,1,39.99,8.98,TC1
APPSOCM,SMARTW,SOCK RUN ULT LT MIC,,,30885,2/16/2013,0,0,1,10.99,52.23,WB
APPSOCM,SMARTW,SOCK RUN ULT LT MIC,,,30885,2/16/2013,4,43.96,0,0,0,TC2
APPSOCM,SMARTW,SOCK RUN ULT LT MIC,,,30885,2/16/2013,3,32.97,0,0,0,TC1
APPSOCM,SMARTW,SOCK RUN ULT LT MIC,,,30885,2/16/2013,2,21.98,1,9.89,46.92,AAW
APPSOCM,SMARTW,SOCK RUN LIGHT MICRO,,,30887,7/28/2012,0,0,1,11.99,65.05,WB
APPSOCM,SMARTW,SOCK RUN LIGHT MICRO,,,30887,7/28/2012,1,11.99,0,0,0,TC1
APPSHIM,NIKE,TOP MILER UV L/S,355,S,30888,4/20/2013,1,41.99,0,0,0,NOV
APPSHIM,NIKE,TOP MILER UV L/S,355,S,30888,4/20/2013,1,41.99,0,0,0,WB
APPH&H,PI,GLOVE SOFTSHLL LITE,21,XL,30889,11/5/2012,2,59.98,0,0,0,NOV
APPH&H,PI,GLOVE SOFTSHLL LITE,21,XL,30889,11/5/2012,-4,-119.96,0,0,0,TC1
APPH&H,PI,GLOVE SOFTSHLL LITE,21,XL,30889,11/5/2012,5,149.95,0,0,0,AAW
APPH&H,PI,GLOVE SOFTSHLL LITE,21,M,30890,3/24/2013,-1,-29.99,0,0,0,TC1
APPH&H,PI,GLOVE SOFTSHLL LITE,21,M,30890,3/24/2013,5,149.95,0,0,0,AAW
APPSOCW,SMARTW,SOCK RUN ULT LT MIC,,,30891,8/4/2012,0,0,1,9.89,46.92,WB
APPSUPW,MC,BRA FIONA,DD,40,30892,4/10/2013,0,0,1,30.79,28.55,NOV
APPSHIM,NIKE,TOP MILER UV L/S,355,M,30895,4/20/2013,3,125.97,0,0,0,NVL
APPSHIM,NIKE,TOP MILER UV L/S,355,M,30895,4/20/2013,3,125.97,0,0,0,WB
APPSHIM,NIKE,TOP MILER UV L/S,355,M,30895,4/20/2013,3,125.97,0,0,0,TC2
APPSHIM,NIKE,TOP MILER UV L/S,355,M,30895,4/20/2013,3,125.97,0,0,0,TC1
APPSHIM,NIKE,TOP MILER UV L/S,355,M,30895,4/20/2013,2,83.98,0,0,0,AAW
APPSHIM,NIKE,TOP MILER UV L/S,355,L,30896,5/16/2013,1,41.99,0,0,0,WB
APPSHIM,NIKE,TOP MILER UV L/S,355,L,30896,5/16/2013,1,41.99,0,0,0,TC2
APPSHIM,NIKE,TOP MILER UV L/S,355,L,30896,5/16/2013,1,41.99,0,0,0,TC1
APPH&H,PI,GLOVE SOFTSHLL LITE,21,L,30897,3/24/2013,-1,-29.99,0,0,0,NOV
APPH&H,PI,GLOVE SOFTSHLL LITE,21,L,30897,3/24/2013,6,179.94,0,0,0,AAW
APPH&H,PI,GLOVE SLECT SFTSHLL,21,M,30898,3/30/2013,1,44.99,0,0,0,NOV
APPH&H,PI,GLOVE SLECT SFTSHLL,21,M,30898,3/30/2013,1,44.99,0,0,0,NVL
APPH&H,PI,GLOVE SLECT SFTSHLL,21,M,30898,3/30/2013,-1,-44.99,0,0,0,WB
APPH&H,PI,GLOVE SLECT SFTSHLL,21,M,30898,3/30/2013,2,89.98,0,0,0,AAW
APPH&H,PI,GLOVE SLECT SFTSHLL,21,L,30899,3/23/2013,-2,-89.98,0,0,0,WB
APPH&H,PI,GLOVE SLECT SFTSHLL,21,L,30899,3/23/2013,1,44.99,0,0,0,TC1
APPH&H,PI,GLOVE SLECT SFTSHLL,21,L,30899,3/23/2013,1,44.99,0,0,0,AAW
APPH&H,PI,GLOVE SLECT SFTSHLL,21,XL,30900,4/13/2013,5,224.95,0,0,0,AAW
APPH&H,MANZEL,HAT POWER STRETCH,BLK,ONE,30901,4/19/2013,1,19.99,0,0,0,NVL
APPH&H,MANZEL,HAT POWER STRETCH,BLK,ONE,30901,4/19/2013,-4,-79.96,0,0,0,WB
APPH&H,MANZEL,HAT POWER STRETCH,BLK,ONE,30901,4/19/2013,11,219.89,0,0,0,TC2
APPH&H,MANZEL,HAT POWER STRETCH,BLK,ONE,30901,4/19/2013,-8,-159.92,0,0,0,TC1
APPH&H,MANZEL,HAT POWER STRETCH,BLK,ONE,30901,4/19/2013,16,319.84,0,0,0,AAW
APPH&H,PI,GLOVE SOFT LITE WOM,21,M,30911,3/1/2013,6,179.94,0,0,0,NOV
APPH&H,PI,GLOVE SOFT LITE WOM,21,M,30911,3/1/2013,-1,-29.99,0,0,0,WB
APPH&H,PI,GLOVE SOFT LITE WOM,21,M,30911,3/1/2013,1,29.99,0,0,0,AAW
APPH&H,PI,GLOVE SOFT LITE WOM,21,L,30912,3/30/2013,-1,-29.99,0,0,0,NOV
APPH&H,PI,GLOVE SOFT LITE WOM,21,L,30912,3/30/2013,2,59.98,0,0,0,NVL
APPH&H,PI,GLOVE SOFT LITE WOM,21,L,30912,3/30/2013,-3,-89.97,0,0,0,WB
APPH&H,PI,GLOVE SOFT LITE WOM,21,L,30912,3/30/2013,3,89.97,0,0,0,AAW
SHORUNW,BROOKS,GHOST GTX,B,7,30917,1/5/2013,1,129.99,0,0,0,NOV
SHORUNW,BROOKS,GHOST GTX,B,7,30917,1/5/2013,1,129.99,0,0,0,TC1
SHORUNW,BROOKS,GHOST GTX,B,7.5,30918,12/30/2012,1,129.99,0,0,0,NVL
SHORUNW,BROOKS,GHOST GTX,B,7.5,30918,12/30/2012,1,129.99,0,0,0,TC1
SHORUNW,BROOKS,GHOST GTX,B,8,30919,10/19/2012,1,129.99,0,0,0,NOV
SHORUNW,BROOKS,GHOST GTX,B,8,30919,10/19/2012,1,129.99,0,0,0,TC2
SHORUNW,BROOKS,GHOST GTX,B,8,30919,10/19/2012,2,259.98,0,0,0,TC1
SHORUNW,BROOKS,GHOST GTX,B,8.5,30920,4/9/2013,0,0,1,95.99,34.68,TC1
SHORUNW,BROOKS,GHOST GTX,B,9,30921,2/21/2013,1,129.99,0,0,0,TC2
SHORUNW,BROOKS,GHOST GTX,B,9,30921,2/21/2013,1,129.99,0,0,0,TC1
SHORUNW,BROOKS,GHOST GTX,B,9.5,30922,10/27/2012,2,259.98,0,0,0,TC2
SHORUNW,BROOKS,GHOST GTX,B,9.5,30922,10/27/2012,2,259.98,0,0,0,TC1
SHORUNW,BROOKS,GHOST GTX,B,10,30923,2/23/2013,1,129.99,0,0,0,NOV
SHORUNW,BROOKS,GHOST GTX,B,10,30923,2/23/2013,1,129.99,0,0,0,TC2
SHORUNW,BROOKS,GHOST GTX,B,10,30923,2/23/2013,0,0,1,107.99,54.16,TC1
SHORUNW,BROOKS,GHOST GTX,B,10.5,30924,,1,129.99,0,0,0,TC1
APPSHIW,SKIRT,TOP RUNNER DREAM LS,71,S,30925,5/11/2013,4,259.96,0,0,0,NVL
APPSHIW,SKIRT,TOP RUNNER DREAM LS,71,S,30925,5/11/2013,-2,-129.98,0,0,0,TC2
APPSHIW,SKIRT,TOP RUNNER DREAM LS,71,S,30925,5/11/2013,2,129.98,0,0,0,AAW
SHORUNW,BROOKS,GHOST GTX,B,11,30926,1/5/2013,1,129.99,0,0,0,NOV
APPSHIW,SKIRT,TOP RUNNER DREAM LS,71,M,30927,5/4/2013,5,324.95,0,0,0,NVL
APPSHIW,SKIRT,TOP RUNNER DREAM LS,71,M,30927,5/4/2013,-2,-129.98,0,0,0,TC2
APPSHIW,SKIRT,TOP RUNNER DREAM LS,71,M,30927,5/4/2013,2,129.98,0,0,0,AAW
APPSHIW,SKIRT,TOP RUNNER DREAM LS,71,L,30928,4/18/2013,1,64.99,0,0,0,NVL
APPSHIW,SKIRT,TOP RUNNER DREAM LS,71,L,30928,4/18/2013,-1,-64.99,0,0,0,TC2
SHORUNW,SAUCON,GUIDE 5,B,8,30929,4/22/2013,0,0,8,835.92,50.28,AA
SHORUNW,SAUCON,GUIDE 5,B,8,30929,4/22/2013,0,0,6,582.94,46.61,NOV
SHORUNW,SAUCON,GUIDE 5,B,8,30929,4/22/2013,0,0,5,494.95,48.28,NVL
SHORUNW,SAUCON,GUIDE 5,B,8,30929,4/22/2013,0,0,4,406.96,49.29,WB
SHORUNW,SAUCON,GUIDE 5,B,8,30929,4/22/2013,2,219.98,4,428.96,51.65,TC2
SHORUNW,SAUCON,GUIDE 5,B,8,30929,4/22/2013,1,109.99,2,196.98,49.36,TC1
SHORUNW,SAUCON,GUIDE 5,B,8,30929,4/22/2013,0,0,5,549.95,53.08,AAW
SHORUNW,SAUCON,GUIDE 5,B,8.5,30930,3/2/2013,0,0,8,835.92,50.12,AA
SHORUNW,SAUCON,GUIDE 5,B,8.5,30930,3/2/2013,0,0,8,824.92,49.47,NOV
SHORUNW,SAUCON,GUIDE 5,B,8.5,30930,3/2/2013,0,0,5,505.95,48.15,NVL
SHORUNW,SAUCON,GUIDE 5,B,8.5,30930,3/2/2013,0,0,3,307.97,49.41,WB
SHORUNW,SAUCON,GUIDE 5,B,8.5,30930,3/2/2013,0,0,6,615.94,49.2,TC2
SHORUNW,SAUCON,GUIDE 5,B,8.5,30930,3/2/2013,1,109.99,1,98.99,46.29,TC1
SHORUNW,SAUCON,GUIDE 5,B,8.5,30930,3/2/2013,0,0,4,417.96,50.57,AAW
SHORUNW,SAUCON,GUIDE 5,B,9,30931,4/29/2013,0,0,4,417.96,48.99,AA
SHORUNW,SAUCON,GUIDE 5,B,9,30931,4/29/2013,0,0,8,824.92,49.18,NOV
SHORUNW,SAUCON,GUIDE 5,B,9,30931,4/29/2013,0,0,10,"1,044.90",49.4,NVL
SHORUNW,SAUCON,GUIDE 5,B,9,30931,4/29/2013,0,0,3,307.97,48.91,WB
SHORUNW,SAUCON,GUIDE 5,B,9,30931,4/29/2013,0,0,3,324.47,49.96,TC2
SHORUNW,SAUCON,GUIDE 5,B,9,30931,4/29/2013,0,0,2,208.98,49.56,TC1
SHORUNW,SAUCON,GUIDE 5,B,9,30931,4/29/2013,0,0,8,835.92,49.55,AAW
SHORUNW,SAUCON,GUIDE 5,B,9.5,30932,1/8/2013,0,0,5,516.95,50.54,AA
SHORUNW,SAUCON,GUIDE 5,B,9.5,30932,1/8/2013,0,0,5,505.95,49.27,NOV
SHORUNW,SAUCON,GUIDE 5,B,9.5,30932,1/8/2013,1,109.99,9,934.91,50.18,NVL
SHORUNW,SAUCON,GUIDE 5,B,9.5,30932,1/8/2013,0,0,4,406.96,51.42,WB
SHORUNW,SAUCON,GUIDE 5,B,9.5,30932,1/8/2013,1,109.99,3,318.97,51.79,TC2
SHORUNW,SAUCON,GUIDE 5,B,9.5,30932,1/8/2013,1,109.99,2,203.48,47.16,TC1
SHORUNW,SAUCON,GUIDE 5,B,9.5,30932,1/8/2013,0,0,6,591.94,49.74,AAW
SHORUNW,SAUCON,GUIDE 5,B,10,30933,1/6/2013,0,0,2,219.98,51.44,AA
SHORUNW,SAUCON,GUIDE 5,B,10,30933,1/6/2013,0,0,5,505.95,46.33,NOV
SHORUNW,SAUCON,GUIDE 5,B,10,30933,1/6/2013,0,0,10,989.9,45.93,NVL
SHORUNW,SAUCON,GUIDE 5,B,10,30933,1/6/2013,0,0,2,219.98,51.4,WB
SHORUNW,SAUCON,GUIDE 5,B,10,30933,1/6/2013,1,109.99,1,109.99,50.81,TC2
SHORUNW,SAUCON,GUIDE 5,B,10,30933,1/6/2013,2,219.98,1,98.99,46.89,TC1
SHORUNW,SAUCON,GUIDE 5,B,10,30933,1/6/2013,0,0,5,505.95,47.16,AAW
APPSHIM,NIKE,TOP MILER UV L/S,361,S,30934,12/5/2012,1,41.99,0,0,0,AA
APPSHIM,NIKE,TOP MILER UV L/S,361,S,30934,12/5/2012,1,41.99,0,0,0,NOV
APPSHIM,NIKE,TOP MILER UV L/S,361,S,30934,12/5/2012,1,41.99,0,0,0,TC2
APPSHIM,NIKE,TOP MILER UV L/S,361,S,30934,12/5/2012,1,41.99,0,0,0,TC1
APPSHIM,NIKE,TOP MILER UV L/S,361,M,30935,5/12/2013,2,83.98,0,0,0,AA
APPSHIM,NIKE,TOP MILER UV L/S,361,M,30935,5/12/2013,1,41.99,0,0,0,NOV
APPSHIM,NIKE,TOP MILER UV L/S,361,M,30935,5/12/2013,2,83.98,0,0,0,TC2
APPSHIM,NIKE,TOP MILER UV L/S,361,M,30935,5/12/2013,3,125.97,0,0,0,TC1
APPSHIM,NIKE,TOP MILER UV L/S,361,M,30935,5/12/2013,4,167.96,0,0,0,AAW
APPSHIM,NIKE,TOP MILER UV L/S,361,L,30936,3/14/2013,1,41.99,0,0,0,TC2
APPSHIM,NIKE,TOP MILER UV L/S,329,S,30937,12/8/2012,1,41.99,0,0,0,AA
APPSHIM,NIKE,TOP MILER UV L/S,329,S,30937,12/8/2012,1,41.99,0,0,0,NOV
APPSHIM,NIKE,TOP MILER UV L/S,329,S,30937,12/8/2012,1,41.99,0,0,0,TC2
APPSHIM,NIKE,TOP MILER UV L/S,329,M,30938,4/29/2013,2,83.98,0,0,0,AA
APPSHIM,NIKE,TOP MILER UV L/S,329,M,30938,4/29/2013,3,125.97,0,0,0,NOV
APPSHIM,NIKE,TOP MILER UV L/S,329,M,30938,4/29/2013,2,83.98,0,0,0,WB
APPSHIM,NIKE,TOP MILER UV L/S,329,M,30938,4/29/2013,2,83.98,0,0,0,TC2
APPSHIM,NIKE,TOP MILER UV L/S,329,M,30938,4/29/2013,1,41.99,0,0,0,TC1
APPSHIM,NIKE,TOP MILER UV L/S,329,M,30938,4/29/2013,3,125.97,0,0,0,AAW
APPSHIM,NIKE,TOP MILER UV L/S,329,L,30939,3/15/2013,1,41.99,0,0,0,TC2
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",10,S,30940,4/8/2013,2,103.98,0,0,0,AA
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",10,S,30940,4/8/2013,1,51.99,0,0,0,NOV
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",10,S,30940,4/8/2013,1,51.99,0,0,0,WB
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",10,S,30940,4/8/2013,1,51.99,0,0,0,TC1
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",10,S,30940,4/8/2013,1,51.99,0,0,0,AAW
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",10,M,30941,5/3/2013,2,103.98,0,0,0,AA
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",10,M,30941,5/3/2013,2,103.98,0,0,0,WB
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",10,M,30941,5/3/2013,2,103.98,0,0,0,TC1
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",10,M,30941,5/3/2013,1,51.99,0,0,0,AAW
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",10,L,30942,5/11/2013,1,51.99,0,0,0,WB
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",10,L,30942,5/11/2013,2,103.98,0,0,0,TC1
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",355,S,30943,,1,51.99,0,0,0,AA
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",355,S,30943,,1,51.99,0,0,0,NVL
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",355,S,30943,,1,51.99,0,0,0,AAW
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",355,M,30944,5/7/2013,2,103.98,0,0,0,NVL
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",355,M,30944,5/7/2013,1,51.99,0,0,0,AAW
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",355,L,30945,3/18/2013,1,51.99,0,0,0,AA
APPSHOM,NIKE,"SHORT 7""SW 2-IN-1",355,L,30945,3/18/2013,1,51.99,0,0,0,AAW
APPSHIM,NIKE,TOP ELEMENT 1/2 ZP,355,S,30946,2/3/2013,1,59.99,0,0,0,TC2
APPSHIM,NIKE,TOP ELEMENT 1/2 ZP,355,M,30947,5/7/2013,5,299.95,0,0,0,TC2
APPSHIM,NIKE,TOP ELEMENT 1/2 ZP,355,M,30947,5/7/2013,1,59.99,0,0,0,AAW
SHORUNW,ASICS,GT 1000,D,10,30951,,1,99.99,0,0,0,NVL
SHORUNW,ASICS,GT 1000,D,10,30951,,1,99.99,0,0,0,TC2
SHORUNW,NIKE,MAX+ 2,B,5,30952,3/2/2013,-1,-159.99,0,0,0,TC1
SHORUNM,NIKE,ZOOM ELITE+,D,9.5,30957,9/29/2012,0,0,1,83.99,40.48,AA
SHORUNM,NIKE,ZOOM ELITE+,D,9.5,30957,9/29/2012,0,0,1,89.24,43.98,AAW
SHORUNM,NIKE,ZOOM ELITE+,D,10,30958,3/18/2013,1,104.99,0,0,0,AA
SHORUNM,NIKE,ZOOM ELITE+,D,10,30958,3/18/2013,1,104.99,0,0,0,NVL
SHORUNM,NIKE,ZOOM ELITE+,D,11,30965,10/16/2012,0,0,1,83.99,40.48,AA
APPCAPM,NIKE,CAP FEATHER LITE,60,ONE,30967,7/26/2012,0,0,1,19.99,54.98,NVL
SHORUNW,SAUCON,GUIDE 5,B,10.5,30974,1/9/2013,0,0,3,296.97,44.54,AA
SHORUNW,SAUCON,GUIDE 5,B,10.5,30974,1/9/2013,0,0,2,208.98,47.24,NOV
SHORUNW,SAUCON,GUIDE 5,B,10.5,30974,1/9/2013,0,0,7,681.93,43.66,NVL
SHORUNW,SAUCON,GUIDE 5,B,10.5,30974,1/9/2013,0,0,1,98.99,45.61,WB
SHORUNW,SAUCON,GUIDE 5,B,11,30975,4/29/2013,0,0,1,98.99,45.73,NOV
SHORUNW,SAUCON,GUIDE 5,B,11,30975,4/29/2013,0,0,5,494.95,47.5,NVL
SHORUNW,SAUCON,GUIDE 5,B,11,30975,4/29/2013,0,0,2,197.98,48.14,WB
SHORUNW,SAUCON,GUIDE 5,B,11,30975,4/29/2013,1,109.99,0,0,0,TC2
SHORUNW,SAUCON,GUIDE 5,B,11,30975,4/29/2013,0,0,4,406.96,49.23,AAW
APPSHOW,MC,BRIEF WRKOUT HIPSTR,LAT,S,30978,4/21/2013,1,17.99,0,0,0,NOV
APPSHOW,MC,BRIEF WRKOUT HIPSTR,LAT,S,30978,4/21/2013,3,53.97,0,0,0,NVL
APPSHOW,MC,BRIEF WRKOUT HIPSTR,LAT,S,30978,4/21/2013,2,35.98,0,0,0,AAW
APPSHOW,MC,BRIEF WRKOUT HIPSTR,LAT,M,30979,12/2/2012,3,53.97,0,0,0,NVL
APPSHOW,MC,BRIEF WRKOUT HIPSTR,LAT,L,30980,2/21/2013,2,35.98,0,0,0,NVL
APPSHOW,MC,BRIEF WRKOUT HIPSTR,LAT,L,30980,2/21/2013,2,35.98,0,0,0,AAW
APPSHOW,MC,BRIEF WRKOUT HIPSTR,LAT,XL,30981,,1,17.99,0,0,0,AAW
MISFOO,ULTIMA,ULTIMA CANISTER,LEM,S,30982,5/18/2013,0,0,2,33.98,52.91,AA
MISFOO,ULTIMA,ULTIMA CANISTER,LEM,L,30984,10/17/2012,1,35.99,0,0,0,AA
SHORUNW,SAUCON,GUIDE 5,D,6,30986,9/15/2012,1,109.99,0,0,0,WB
SHORUNW,SAUCON,GUIDE 5,D,7,30988,6/20/2012,0,0,1,109.99,48.3,AAW
MISMED,HAMMER,PELLE SKIN CREAM,,1/3 OZ,31012,,1,4.99,0,0,0,NVL
APPSHOM,NIKE,"SHORT 7"" ESSNTL",355,M,31013,5/3/2013,2,63.98,0,0,0,AA
APPSHOM,NIKE,"SHORT 7"" ESSNTL",355,M,31013,5/3/2013,3,95.97,0,0,0,NVL
APPSHOM,NIKE,"SHORT 7"" ESSNTL",355,M,31013,5/3/2013,3,95.97,0,0,0,AAW
MISACCACC,HAMMER,BOTTLE BLENDER,,20 OZ,31014,6/30/2012,0,0,3,32.37,48.38,NOV
MISACCACC,HAMMER,BOTTLE FIZZ,,21 OZ,31014,6/30/2012,50,149.5,0,0,0,TC1
APPSHOM,NIKE,"SHORT 7"" ESSNTL",355,L,31015,5/8/2013,2,63.98,0,0,0,AA
APPPANM,NIKE,PANT*NEW* PRFT TRCK,10,S,31016,4/18/2013,1,63.99,0,0,0,WB
APPPANM,NIKE,PANT*NEW* PRFT TRCK,10,M,31017,3/7/2013,1,63.99,0,0,0,NOV
APPSHIM,NIKE,TOP OREGON LS TEE,355,S,31030,12/17/2012,2,75.98,0,0,0,NOV
APPSHIM,NIKE,TOP OREGON LS TEE,355,S,31030,12/17/2012,1,37.99,0,0,0,NVL
APPSHIM,NIKE,TOP OREGON LS TEE,355,S,31030,12/17/2012,2,75.98,0,0,0,AAW
APPSHIW,LS GRN,TOP COMP TANK,229,S,31035,5/17/2013,1,49.99,0,0,0,NOV
APPSHIW,LS GRN,TOP COMP TANK,229,S,31035,5/17/2013,1,49.99,0,0,0,NVL
APPSHIW,LS GRN,TOP COMP TANK,229,S,31035,5/17/2013,1,49.99,0,0,0,TC2
APPSHIW,LS GRN,TOP COMP TANK,229,M,31036,,2,99.98,0,0,0,NOV
APPSHIW,LS GRN,TOP COMP TANK,229,M,31036,,2,99.98,0,0,0,NVL
APPSHIW,LS GRN,TOP COMP TANK,229,M,31036,,2,99.98,0,0,0,TC2
APPSHIW,LS GRN,TOP COMP TANK,229,M,31036,,2,99.98,0,0,0,AAW
APPSHIW,LS GRN,TOP COMP TANK,229,L,31037,,2,99.98,0,0,0,NOV
APPSHIW,LS GRN,TOP COMP TANK,229,L,31037,,2,99.98,0,0,0,NVL
APPSHIW,LS GRN,TOP COMP TANK,229,L,31037,,2,99.98,0,0,0,TC2
APPSHIW,LS GRN,TOP COMP TANK,229,L,31037,,2,99.98,0,0,0,AAW
APPSHIW,LS GRN,TOP COMP TANK,229,XL,31038,,1,49.99,0,0,0,NOV
APPSHIW,LS GRN,TOP COMP TANK,229,XL,31038,,1,49.99,0,0,0,NVL
APPSHIW,LS GRN,TOP COMP TANK,229,XL,31038,,1,49.99,0,0,0,TC2
APPSHIW,LS GRN,TOP COMP TANK,229,XL,31038,,1,49.99,0,0,0,AAW
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,XS,31039,4/13/2013,3,101.97,0,0,0,NVL
MISMED,CHO-PA,DUAL ACTION KNEE ST,BLK,XS,31039,4/13/2013,1,33.99,0,0,0,WB
